バス停ID,バス会社名称,バス停名称,緯度,経度
1889,都営バス,船堀小学校前,35.681948,139.862916
1890,都営バス,葛西第二中学校前,35.679713,139.86235
1891,都営バス,新渡橋,35.676159,139.865696
1892,都営バス,宇喜田小学校,35.675152,139.864536
1893,都営バス,法蓮寺(東京都),35.673171,139.864586
1894,都営バス,宇喜田第一住宅,35.672344,139.866028
1895,都営バス,葛西郵便局,35.670047,139.866619
1896,都営バス,葛西区民館前,35.666248,139.869824
1897,都営バス,葛西駅前,35.663215,139.873281
1898,都営バス,南葛西小学校前,35.647094,139.875041
1899,都営バス,なぎさニュータウン,35.647015,139.879375
1900,都営バス,西葛西駅前,35.66422,139.859199
1901,都営バス,臨海町三丁目,35.648641,139.861753
1902,都営バス,葛西トラックターミナル,35.647836,139.863875
1903,都営バス,臨海町四丁目,35.646965,139.86625
1904,都営バス,江戸川臨海郵便局前,35.646006,139.868864
1905,都営バス,中葛西七丁目,35.656609,139.864419
1906,都営バス,新田(東京都),35.655756,139.868693
1907,都営バス,葛西南高校前,35.654113,139.869881
1908,都営バス,堀江団地入口,35.649166,139.869335
1909,都営バス,堀江団地,35.647727,139.870825
1910,都営バス,船堀三丁目,35.680381,139.866408
1911,都営バス,陣屋橋,35.678984,139.866934
1912,都営バス,くすのきカルチャーセンター前,35.67293,139.861951
1913,都営バス,行船公園前,35.67066,139.859271
1914,都営バス,西葛西駅前,35.664466,139.859091
1915,都営バス,清新町一丁目,35.661648,139.855569
1916,都営バス,清新町二丁目,35.658127,139.855806
1917,都営バス,清新ふたば小学校前,35.657088,139.852684
1918,都営バス,東京臨海病院前,35.653736,139.853936
1919,都営バス,南葛西住宅前,35.652939,139.867433
1920,都営バス,なぎさニュータウン,35.646188,139.879608
1921,都営バス,南葛西中学校前,35.643953,139.875905
1922,都営バス,葛西水再生センター前,35.650626,139.853745
1923,都営バス,紅葉川高校前,35.652754,139.859757
1924,都営バス,臨海第一保育園前,35.650847,139.861428
1925,都営バス,臨海町二丁目団地前,35.65313,139.860806
1926,都営バス,豊洲一丁目,35.661564,139.792005
1927,都営バス,豊洲一丁目公園前,35.661567,139.793432
1928,都営バス,豊洲駅前,35.654349,139.797124
1929,都営バス,東雲橋交差点,35.649941,139.802308
1930,都営バス,キャナルコート3街区前,35.646654,139.803002
1931,都営バス,キャナルコート2街区前,35.646469,139.80458
1932,都営バス,キャナルコート4街区前,35.647859,139.804396
1933,都営バス,東雲橋交差点,35.649606,139.802538
1934,都営バス,豊洲駅前,35.65367,139.797095
1935,都営バス,第二公園(東京都),35.660462,139.791822
1936,都営バス,渋谷駅前,35.659377,139.702207
1937,都営バス,渋谷二丁目,35.660709,139.707206
1938,都営バス,青山学院前,35.662371,139.709853
1939,都営バス,南青山六丁目,35.660728,139.715244
1940,都営バス,青山学院中等部前,35.659055,139.713871
1941,都営バス,南青山七丁目,35.659486,139.718367
1942,都営バス,六本木駅前,35.66287,139.731069
1943,都営バス,六本木四丁目,35.665262,139.735847
1944,都営バス,六本木一丁目駅前,35.66639,139.737788
1945,都営バス,赤坂アークヒルズ,35.667534,139.740141
1946,都営バス,赤坂アークヒルズ前,35.668053,139.739685
1947,都営バス,溜池,35.67036,139.741921
1948,都営バス,霞が関三丁目,35.670462,139.747723
1949,都営バス,蔵前駅前,35.705475,139.792261
1950,都営バス,本所一丁目(東京都),35.704287,139.796376
1951,都営バス,春日一丁目(東京都),35.707774,139.754058
1952,都営バス,東京ドームシティ,35.706463,139.754446
1953,都営バス,後楽園〔都営バス〕,35.703468,139.755341
1954,都営バス,水道橋駅前,35.701146,139.755636
1955,都営バス,西神田一丁目,35.699326,139.756491
1956,都営バス,神保町二丁目,35.697057,139.757774
1957,都営バス,神保町,35.694904,139.758465
1958,都営バス,一ツ橋(東京都),35.692411,139.758997
1959,都営バス,新大塚,35.726584,139.729903
1960,都営バス,大塚四丁目,35.724274,139.730824
1961,都営バス,大塚三丁目,35.720628,139.732816
1962,都営バス,大塚二丁目(東京都),35.719547,139.734261
1963,都営バス,窪町小学校,35.718483,139.735988
1964,都営バス,茗荷谷駅前〔都営バス〕,35.717659,139.737233
1965,都営バス,小日向四丁目,35.716367,139.739113
1966,都営バス,小石川四丁目,35.714281,139.740672
1967,都営バス,春日二丁目(東京都),35.712434,139.743488
1968,都営バス,伝通院前,35.710862,139.745902
1969,都営バス,御徒町駅前,35.707817,139.775583
1970,都営バス,東上野一丁目,35.7074,139.77936
1971,都営バス,新御徒町駅前,35.707207,139.781132
1972,都営バス,元浅草三丁目,35.706838,139.784574
1973,都営バス,三筋二丁目,35.706522,139.787652
1974,都営バス,寿三丁目〔都営バス〕,35.706309,139.789703
1975,都営バス,蔵前駅前,35.7056,139.792447
1976,都営バス,本所一丁目(東京都),35.702807,139.797074
1977,都営バス,石原一丁目(東京都),35.700362,139.797912
1978,都営バス,石原二丁目,35.700505,139.800427
1979,都営バス,石原三丁目,35.700699,139.804109
1980,都営バス,石原四丁目,35.700846,139.806869
1981,都営バス,太平一丁目,35.70107,139.810178
1982,都営バス,太平二丁目(東京都),35.701184,139.812282
1983,都営バス,太平三丁目,35.70079,139.814856
1984,都営バス,錦糸公園前,35.699236,139.814994
1985,都営バス,錦糸町駅前,35.697569,139.813919
1986,都営バス,春日駅前〔都営バス〕,35.707644,139.752017
1987,都営バス,東京ドームシティ,35.706129,139.754097
1988,都営バス,池袋駅東口,35.729771,139.713161
1989,都営バス,東池袋一丁目〔豊島区役所〕,35.728223,139.715821
1990,都営バス,東池袋四丁目,35.725679,139.719754
1991,都営バス,雑司ヶ谷霊園入口,35.722834,139.723207
1992,都営バス,護国寺前,35.719992,139.726194
1993,都営バス,春日駅前〔都営バス〕,35.707711,139.751986
1994,都営バス,四谷駅,35.686398,139.730174
1995,都営バス,警視庁前,35.67764,139.752058
1996,都営バス,日比谷〔バス〕,35.674393,139.760671
1997,都営バス,数寄屋橋,35.673262,139.762412
1998,都営バス,有楽町駅前,35.67561,139.762514
1999,都営バス,東京国際フォーラム前,35.678372,139.763457
2000,都営バス,東京駅丸の内北口,35.680488,139.764732
2001,都営バス,晴海三丁目,35.654628,139.78121
2002,都営バス,ホテルマリナーズコート東京前,35.65373,139.779879
2003,都営バス,ほっとプラザはるみ前,35.650785,139.775558
2004,都営バス,晴海埠頭,35.647369,139.773398
2005,都営バス,東京駅丸の内南口,35.681002,139.764689
2006,都営バス,東京国際フォーラム前,35.677477,139.763418
2007,都営バス,有楽町駅前,35.675385,139.762734
2008,都営バス,勝どき駅前,35.658957,139.777393
2009,都営バス,勝どき三丁目,35.657571,139.775403
2010,都営バス,新島橋,35.65617,139.773315
2011,都営バス,豊海区民館入口,35.655196,139.771904
2012,都営バス,豊海水産埠頭,35.653666,139.769559
2013,都営バス,東京駅丸の内南口,35.680747,139.764826
2014,都営バス,渋谷駅前,35.659125,139.702116
2015,都営バス,渋谷橋,35.649404,139.710948
2016,都営バス,恵比寿橋,35.648551,139.715633
2017,都営バス,広尾一丁目,35.648896,139.717714
2018,都営バス,広尾五丁目,35.648207,139.721091
2019,都営バス,広尾病院前,35.647926,139.72233
2020,都営バス,天現寺橋,35.647531,139.723611
2021,都営バス,光林寺前,35.646896,139.727385
2022,都営バス,四ノ橋,35.647416,139.731329
2023,都営バス,芝園橋,35.652669,139.748401
2024,都営バス,金杉橋(東京都),35.652877,139.753551
2025,都営バス,錦糸町駅前,35.695931,139.814109
2026,都営バス,江東運転免許試験場前,35.669625,139.821719
2027,都営バス,東陽町駅前,35.669433,139.81698
2028,都営バス,東陽操車所前,35.669296,139.813608
2029,都営バス,東陽三丁目,35.669206,139.811554
2030,都営バス,木場駅前,35.669269,139.807384
2031,都営バス,木場二丁目,35.66938,139.803424
2032,都営バス,富岡一丁目(江東区),35.670029,139.799968
2033,都営バス,不動尊前(東京都),35.671359,139.796912
2034,都営バス,門前仲町,35.67303,139.795103
2035,都営バス,日暮里駅前,35.728628,139.771475
2036,都営バス,東日暮里五丁目,35.728676,139.775306
2037,都営バス,東日暮里三丁目,35.728724,139.778274
2038,都営バス,下根岸(荒川区),35.728223,139.782272
2039,都営バス,下谷三丁目,35.725448,139.786091
2040,都営バス,下谷警察署前,35.724749,139.788821
2041,都営バス,竜泉(東京都),35.724319,139.791217
2042,都営バス,奥浅草,35.717132,139.793715
2043,都営バス,浅草二丁目,35.716115,139.797722
2044,都営バス,押上,35.709116,139.812711
2045,都営バス,業平四丁目,35.706361,139.814357
2046,都営バス,横川三丁目(東京都),35.704764,139.814493
2047,都営バス,太平三丁目,35.701711,139.814772
2048,都営バス,日暮里駅前,35.7285,139.771629
2049,都営バス,大下(荒川区),35.731086,139.778629
2050,都営バス,三河島駅前,35.732761,139.778571
2051,都営バス,大関横丁,35.730761,139.790868
2052,都営バス,三ノ輪二丁目,35.72923,139.793218
2053,都営バス,泪橋,35.729138,139.800294
2054,都営バス,白鬚橋東,35.727048,139.814012
2055,都営バス,百花園前,35.724319,139.816662
2056,都営バス,東向島広小路,35.721583,139.819299
2057,都営バス,明治通り,35.718373,139.822384
2058,都営バス,橘通り(東京都),35.715816,139.824871
2059,都営バス,中居堀,35.713816,139.826812
2060,都営バス,文花二丁目,35.709288,139.828014
2061,都営バス,立花一丁目,35.705924,139.826425
2062,都営バス,福神橋,35.704357,139.825923
2063,都営バス,亀戸四丁目,35.702436,139.825607
2064,都営バス,清川(東京都),35.728722,139.803452
2065,都営バス,泪橋,35.729394,139.799146
2066,都営バス,南千住車庫前,35.730853,139.798437
2067,都営バス,日暮里駅前,35.728881,139.770986
2068,都営バス,西日暮里二丁目,35.73103,139.770089
2069,都営バス,西日暮里駅前,35.732264,139.768575
2070,都営バス,西日暮里六丁目,35.736688,139.768283
2071,都営バス,田端新町一丁目,35.739748,139.76859
2072,都営バス,赤土小学校前,35.742216,139.76883
2073,都営バス,尾久本町通り,35.745431,139.769224
2074,都営バス,東尾久五丁目,35.747089,139.769484
2075,都営バス,熊野前(東京都),35.748297,139.769488
2076,都営バス,尾久橋,35.749811,139.769511
2077,都営バス,足立小台駅前,35.754684,139.770044
2078,都営バス,扇大橋駅前〔都営バス/東武バス〕,35.763809,139.770624
2079,都営バス,扇二丁目,35.766618,139.770605
2080,都営バス,扇三丁目,35.770584,139.770377
2081,都営バス,江北四丁目,35.772408,139.770576
2082,都営バス,江北駅前,35.773852,139.770194
2083,都営バス,江北陸橋下,35.777216,139.770076
2084,都営バス,江北六丁目団地入口,35.779832,139.770009
2085,都営バス,江北六丁目団地,35.782414,139.769902
2086,都営バス,谷在家二丁目,35.785426,139.769876
2087,都営バス,谷在家一丁目,35.787806,139.769893
2088,都営バス,皿沼二丁目,35.792022,139.769919
2089,都営バス,舎人公園前,35.794343,139.769964
2090,都営バス,足立流通センター南,35.795951,139.766624
2091,都営バス,足立流通センター,35.798727,139.765576
2092,都営バス,中入谷(足立区),35.801958,139.769093
2093,都営バス,入谷一丁目,35.804274,139.769945
2094,都営バス,放射11号舎人,35.80859,139.769946
2095,都営バス,氷川神社前(足立区),35.81271,139.770266
2096,都営バス,見沼代親水公園駅前,35.814223,139.770018
2097,都営バス,江北一丁目アパート前,35.766168,139.767243
2098,都営バス,江北二丁目,35.769266,139.766309
2099,都営バス,東京女子医大足立医療センター前,35.773245,139.765558
2100,都営バス,江北小学校前(東京都),35.775447,139.765279
2101,都営バス,鹿浜菜の花中学校入口,35.780234,139.764957
2102,都営バス,東京北部病院前,35.783091,139.767189
2103,都営バス,押部,35.785985,139.762701
2104,都営バス,鹿浜八丁目,35.789617,139.762113
2105,都営バス,加賀一丁目(足立区),35.790788,139.761272
2106,都営バス,加賀,35.790569,139.759137
2107,都営バス,加賀中学校入口,35.793121,139.758544
2108,都営バス,皿沼一丁目,35.791031,139.761942
2109,都営バス,加賀団地,35.794241,139.761703
2110,都営バス,亀戸駅前,35.698096,139.82473
2111,都営バス,亀戸駅通り,35.696734,139.824807
2112,都営バス,亀戸一丁目,35.696157,139.821052
2113,都営バス,江東車庫前,35.695687,139.817633
2114,都営バス,錦糸町駅前,35.69499,139.815299
2115,都営バス,毛利二丁目,35.6919,139.815601
2116,都営バス,住吉駅前(東京都),35.688832,139.814894
2117,都営バス,江東橋一丁目,35.694197,139.809563
2118,都営バス,江東橋五丁目,35.691126,139.810401
2119,都営バス,住吉一丁目(東京都),35.688689,139.812263
2120,都営バス,菊川三丁目,35.688409,139.807871
2121,都営バス,菊川駅前(東京都),35.688259,139.80552
2122,都営バス,菊川一丁目(東京都),35.688135,139.802596
2123,都営バス,森下駅前(東京都),35.687959,139.799048
2124,都営バス,新大橋(東京都),35.687867,139.794782
2125,都営バス,浜町二丁目(東京都),35.686304,139.789903
2126,都営バス,水天宮前(中央区),35.683299,139.783728
2127,都営バス,蛎殻町,35.682315,139.780833
2128,都営バス,茅場町,35.681235,139.778696
2129,都営バス,八丁堀二丁目,35.677937,139.776549
2130,都営バス,桜橋(中央区),35.675024,139.774743
2131,都営バス,新富町(東京都),35.672135,139.773869
2132,都営バス,築地二丁目,35.669791,139.772548
2133,都営バス,築地駅前,35.668024,139.770606
2134,都営バス,ほっとプラザはるみ前,35.651129,139.775141
2135,都営バス,ホテルマリナーズコート東京前,35.654261,139.779824
2136,都営バス,晴海三丁目,35.65571,139.781963
2137,都営バス,晴海区民館前〔都営バス〕,35.657025,139.783904
2138,都営バス,晴海一丁目,35.658111,139.785528
2139,都営バス,豊洲駅前,35.655365,139.797382
2140,都営バス,塩浜東,35.663295,139.808553
2141,都営バス,深川第八中学校前,35.664194,139.810779
